tour_count,end_latitude,end_longitude
83,33.4178006887455,126.264683922665
81,33.4179961298307,126.277207879887
81,33.4183386117339,126.27731391996
84,33.418411972574,126.268029025365
9,33.4194233971314,126.491494792806
64,33.4194794674455,126.405896726196
62,33.4198281966989,126.759321908228
62,33.4204354708476,126.758748665587
81,33.4206135728199,126.273076690119
60,33.420695495589,126.758506579942
82,33.4209546113693,126.273750041819
66,33.4211092497844,126.407258975842
35,33.4217932702362,126.676660673224
87,33.4221445845451,126.278124511889
9,33.4226724285996,126.492934823993
17,33.4239548116737,126.314598972409
17,33.424114441458,126.314799147584
45,33.4243430624178,126.675832497175
59,33.4244279085006,126.409395782267
42,33.427747274683,126.662612038652
42,33.4277487730194,126.66233499398
48,33.4288406442461,126.750881044473
17,33.429389217233,126.352388150391
32,33.429713699874,126.328707243469
47,33.4307418267952,126.674332674448
47,33.4309930548769,126.674168320865
32,33.4319637416378,126.862525855693
48,33.433558179785,126.672297792843
75,33.4337941530909,126.420434645663
29,33.4345806476363,126.324311948481
106,33.4348338348803,126.909657105936
18,33.4349796791914,126.724939157344
48,33.4358606259309,126.680793391511
21,33.4359411786532,126.736248543312
48,33.4359870126683,126.680438456392
70,33.436550391855,126.423970570874
69,33.4366903487978,126.424158794647
54,33.4372485454518,126.677153598442
74,33.4377436224569,126.42566268991
30,33.4379355044698,126.327937582923
21,33.4379464931581,126.73250865826
21,33.4383285187565,126.732031757687
72,33.4387947238882,126.427167730502
19,33.4388665103582,126.744381950588
75,33.43893866966,126.427353330218
18,33.4390260284277,126.744839409636
36,33.4391796071832,126.329386254274
78,33.4395688920353,126.42808734911
78,33.4410192088679,126.429511315336
83,33.4433099700224,126.311885994175
79,33.4433578077209,126.431586954408
79,33.4435962754171,126.431816805271
101,33.4441208040702,126.912947762086
81,33.4449960075128,126.433331689318
46,33.4450543355931,126.336065448899
90,33.4458473008031,126.903807670493
52,33.4458930538202,126.557958355784
82,33.446408758467,126.434971681601
52,33.4464557727124,126.557372605892
99,33.4471827098691,126.91257888647
97,33.4486894847696,126.91635751084
125,33.450215274642,126.920771364786
106,33.45029363305,126.912167169265
102,33.4506472137443,126.91464910702
22,33.4514035720973,126.369122060933
22,33.4517308067179,126.366077028665
52,33.4519008225567,126.341998091653
96,33.4521172394064,126.911925134043
48,33.4523963717166,126.344994337633
27,33.4524229212358,126.382624077839
95,33.4525866211234,126.911864733697
23,33.4526884912095,126.709276573579
29,33.4527343216207,126.385336639952
47,33.4527634666688,126.348982418565
52,33.4531994321482,126.350344076729
39,33.4533235613411,126.390353990664
72,33.4533460384464,126.440690384426
42,33.4535848630936,126.353088359204
39,33.4557024311075,126.401324558867
48,33.4579666434294,126.410076763561
96,33.4587989293056,126.310997980474
74,33.4593254440093,126.4457503392
70,33.460156565801,126.446842733651
131,33.4602760456265,126.930940973848
30,33.4607849516974,126.569399713724
94,33.4609519281935,126.910636699357
77,33.4610545956724,126.444332776353
92,33.4611287415836,126.320568038665
73,33.4622143482158,126.326551111199
71,33.462227973735,126.423639137749
76,33.4626767725677,126.330151792542
57,33.4630901475992,126.45247916742
45,33.4633416159234,126.454106417359
55,33.4644143849608,126.54909841402
53,33.464924556531,126.464348852757
86,33.4653181788848,126.908612168017
45,33.4658632729266,126.456384480352
54,33.4664333666973,126.454583167413
54,33.4666066165642,126.454021511351
41,33.4667771793738,126.518241729341
41,33.4669065534262,126.516516073838
42,33.4670543043359,126.515718042129
26,33.467989107931,126.569884814736
55,33.4681579285437,126.446368636228
45,33.4686641115594,126.678234657653
50,33.4693520230788,126.547313949218
72,33.4697311615489,126.659985727317
60,33.4699177931052,126.664161489308
62,33.4703721796441,126.902792855364
64,33.4704833664492,126.460846292339
16,33.4705218980409,126.583974823556
46,33.4709247002802,126.645640369681
12,33.4710263037444,126.776546493998
55,33.471060803632,126.545466761948
67,33.4711644904546,126.395146649943
29,33.4714756065794,126.570140018352
78,33.4722764927296,126.418442753822
87,33.4725049919444,126.424368218158
90,33.4725251192643,126.424890163052
79,33.4728188672202,126.463030136341
64,33.4733901537049,126.409128845846
58,33.4734941166381,126.54564685499
80,33.4750542730316,126.527066823272
78,33.4750783348768,126.531678917984
40,33.4752557863881,126.637239102771
98,33.4754460357445,126.388193465115
106,33.4761233963207,126.382742108857
12,33.4761993547706,126.780031966172
442,33.4763083664232,126.483321449213
12,33.4765877036939,126.78088640456
76,33.4774452416424,126.542702666953
99,33.4777465587959,126.387802872481
95,33.4777989563702,126.387917700177
74,33.4780007098046,126.543842854539
94,33.4780366026205,126.388438506624
174,33.4782573355277,126.468080699335
14,33.4786049915587,126.783057387099
465,33.4789589597056,126.482307105285
22,33.4800531903494,126.625485805126
342,33.4806787731719,126.47221616715
92,33.4807030165459,126.398577021092
90,33.4808641691093,126.398882003516
133,33.4809458977838,126.518319792418
145,33.4810271164441,126.516615480242
88,33.481164405545,126.399447293064
89,33.4813236175566,126.399747062104
134,33.4819405547467,126.444915292285
48,33.4820160853543,126.897890543057
135,33.482143834857,126.444246042516
131,33.4823322729175,126.442265792754
131,33.4823917096749,126.441621730859
76,33.4834327587274,126.404152782192
450,33.4835885852766,126.496367948563
77,33.4836605799524,126.405096018178
75,33.4837190245419,126.405337996907
109,33.4852643036907,126.410895667416
139,33.4854889916636,126.542504074337
447,33.4857043348611,126.496451479799
15,33.4857069297096,126.604162168012
462,33.4858848982071,126.48997863686
465,33.4859749608454,126.486408542467
460,33.4860001482996,126.479550199085
461,33.4863268973952,126.480149855493
111,33.4865591553768,126.413986087756
197,33.4876327408138,126.540414261975
453,33.488395272595,126.483506573261
301,33.4886513039141,126.518115042659
16,33.4886994919865,126.597620980703
308,33.4891323356354,126.51840519886
249,33.4891609914275,126.539000293117
205,33.489894397571,126.543623135914
445,33.4899395851663,126.490153292774
454,33.4900778664014,126.486557979572
39,33.4915667776613,126.680766316837
39,33.4917286478021,126.682267261409
16,33.4918481088766,126.591872255149
337,33.4918627421234,126.536408792357
28,33.4921777480236,126.89404872612
383,33.4922234913302,126.521426354595
373,33.492272335083,126.519710511503
442,33.4923347723675,126.490247073997
95,33.4925391785774,126.426231105849
104,33.492699147444,126.42824119922
359,33.4927177726985,126.535596730549
116,33.493035647622,126.430945980195
147,33.4931841477486,126.442007667002
154,33.4935455855654,126.445105230005
507,33.4935503975795,126.479240886459
493,33.4935980853931,126.477163823551
491,33.4936237104763,126.496769042775
121,33.4936610538566,126.433789198028
434,33.4937925855376,126.492189386746
319,33.493985553694,126.468509542659
124,33.4940668666483,126.435871479764
250,33.4941062100709,126.4662653862
126,33.4942054912528,126.436670543026
14,33.4946840540553,126.806103605086
432,33.494762710456,126.53365432435
146,33.4948673357636,126.450592823289
208,33.4949290228189,126.461602198802
193,33.4952687101035,126.459948043231
154,33.495320741147,126.454360855413
449,33.4953766474739,126.51979222988
14,33.4966230227864,126.812151792968
26,33.496710616894,126.581529061335
27,33.4968633703578,126.58123009621
30,33.496887491691,126.893155324487
475,33.4974999603428,126.496946073897
516,33.4981510228708,126.519834041828
515,33.4983634604991,126.516407136545
479,33.4993202105409,126.502750261043
387,33.4994265233055,126.541298167922
592,33.4998484915111,126.519871667626
552,33.4999727103403,126.516469355238
548,33.5000052095862,126.515572979381
636,33.5000203975166,126.5249242305
498,33.5001033348487,126.512851104811
495,33.5001322103386,126.512046011949
450,33.5003300857641,126.505998479791
665,33.5007304293026,126.529106761554
380,33.5007724911843,126.543836605272
49,33.5014774884938,126.569223187609
49,33.5016270326083,126.568923085567
678,33.5017951159869,126.531511261486
520,33.5029001170004,126.511233917306
644,33.5032544289508,126.534802885849
625,33.5040585224232,126.536446167754
253,33.5043775850356,126.55061107438
690,33.504811303868,126.526240074258
707,33.5061024917709,126.529427823062
176,33.5073491171156,126.556173167691
557,33.5073840230796,126.540330948155
37,33.5081082100276,126.887392793316
633,33.5083586790626,126.533592760541
171,33.508463678702,126.558231105407
169,33.5087115227295,126.558702856002
165,33.5090835853573,126.559424980577
450,33.5097289600199,126.543144042534
312,33.5115786476865,126.547563729266
452,33.513333398275,126.542349229919
193,33.5134292729189,126.553506574299
177,33.5137085231915,126.554482792198
494,33.5142054603757,126.538405823994
165,33.5143900228253,126.555913292109
156,33.5155009919739,126.557974823462
528,33.5167100848778,126.530479386018
539,33.5168000854569,126.524827980072
62,33.5183112103728,126.860999574173
63,33.5183272098976,126.882437448811
62,33.518382922675,126.860343770252
23,33.5184679598581,126.645684543347
111,33.5187404599902,126.565636261184
101,33.5189868046388,126.568861137262
56,33.5193378977507,126.874346917457
110,33.5197262729333,126.571488230259
97,33.5198323570248,126.588049120389
112,33.5202921646317,126.572699104268
105,33.5210976164643,126.585400386165
113,33.5212640228868,126.58139776162
112,33.5213225162876,126.578403919114
110,33.5213285478421,126.578036119903
97,33.5213990224748,126.587288104401
36,33.5255245822814,126.609951525907
57,33.5276613418853,126.644821150935
33,33.5278674855338,126.613582311098
39,33.5291938352995,126.839578168525
43,33.5298889291798,126.616461387075
73,33.5347830556418,126.64252133137
118,33.536816307871,126.658816396487
104,33.5370848967475,126.665888501293
27,33.5391278884871,126.826527565679
28,33.5400890220911,126.825142636436
32,33.546078085284,126.80404544982
102,33.5467442104218,126.6910393861
81,33.5478877247545,126.694628435615
34,33.5493303043176,126.778124605659
31,33.5506747415713,126.79567335488
38,33.5515851795642,126.769385199097
35,33.55352470075,126.739714026037
34,33.554302028756,126.738379359887
36,33.5553158351598,126.736681480483
37,33.5560801767072,126.759732107662
